OBJECTID,Reported Date,Information Reliability,Region of Incident,Number Dead,Number Missing,Nationalities,Region of Origin,Migrant route,Location Description,Number of Female,Number of Male,Number of Children,Age Range,Information Source,URL,Comments,Has the record been reviewed for quality and ready for public view,Cause of death,Number of survivors,x,y,
131377,"November 25, 2016",Verified,Mediterranean,8,,Unknown,Unknown,Central Med,Unspecifed location between Libya and Malta,,,,,Times of Malta,http://bit.ly/2fxjEnz,,,Dehydration,1,1657886.7356796,4192233.78190229,
131778,"November 8, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12476435.832866,3839529.23516969,
131779,"November 15, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12458655.8837965,3798551.96410429,
131780,"November 15, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12459378.3472917,3727157.47156775,
131781,"November 22, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,Pima County,,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12431156.9639443,3749671.0665883,
131782,"November 28, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12440832.5201256,3752242.15313871,
131783,"November 28, 2016",Verified,Central America incl. Mexico,1,,Honduran,Central America & Mexico,,"Between Paso del Jobo  and Tetela, Acatlán de Pérez Figueroa municipality, Oaxaca, Mexico",,1,,21,Aldofo Flores Noticias,http://bit.ly/2h5gzaU,,,Fell from train,,-10738729.4916787,2097265.34738208,
131784,"December 2, 2016",Partially Verified,Europe,2,,Unknown,Unknown,,"Train station in Woergl, Austria",1,1,,,AP,http://apne.ws/2grWpYL,Run Over by Train,,Hit by truck,,1342670.76907435,6022612.04369584,
132177,"November 3, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12479645.953022,3727120.30359081,
132178,"November 17, 2016",,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12468167.6459262,3763356.19724433,
132179,"November 23, 2016",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,-12458669.5760939,3741175.56993747,
132180,"November 26, 2016",Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to US,"Pima County, Arizona",,1,,49,Pima County Office of the Medical Examiner,,,,Hypothermia,,-12433411.1836329,3801091.40399501,
132181,"December 3, 2016",Partially Verified,Mediterranean,2,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,2,,,,Medicines Sans Frontieres,http://bit.ly/2h4YOIA,,,Hypothermia,,1594808.85622936,4088613.57582614,
132182,"December 3, 2016",Verified,Mediterranean,14,6,Unknown,Mixed,Central Mediterranean,Unspecified location in the Central Mediterranean,,,,,IOM Italy,,,,Drowning,,1557254.37308031,4124621.26703005,
132577,"November 23, 2016",Partially Verified,Europe,1,,Eritrea,Horn of Africa,,"Near Bolzano, Italy",,1,,17,Express UK,http://bit.ly/2gyb9VZ,,,Hit by train,,1261648.21208721,5859662.54126807,
132578,"December 5, 2016",Partially Verified,Southeast Asia,26,4,Myanmar (Rohingya),South East Asia,,"Naf River, on border between Bangladesh and Myanmar",13,,5,,Al Jazeera,http://bit.ly/2gvfvgt  http://bit.ly/2h5gCEV,,,Drowning,6,10216208.376656,2260538.54453183,
132579,"December 4, 2016",Partially Verified,Mediterranean,4,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,,,,,UNHCR,,,,Drowning,,1703018.60743634,4244774.59561397,
132580,"December 6, 2016",Verified,Mediterranean,2,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,2,,,,UNHCR,http://bit.ly/2gfdFPO,,,Hypothermia,,1611831.02413668,4131279.76967207,
132581,"October 30, 2016",Partially Verified,South America,1,,Dominican Republic,,,Unspecified location between Bolivia and Chile,1,,,49,El gobierno de la linea,http://bit.ly/2gZyToO http://bit.ly/2gnZqeM,The exact date and location have not been identified,,Presumed hypothermia,,-7636582.41585397,-2329748.75010506,
132979,"December 6, 2016",Partially Verified,Horn of Africa,,20,Unknown,Horn of Africa,,"In Arabian Sea northwest of Socotra, Yemen",,,,,AFP,http://dailym.ai/2hgcuoc,,,Presumed drowning,42,5868553.71571145,1402228.00045616,
133377,"December 10, 2016",Verified,Mediterranean,6,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,,,,,"IOM Italy, AFP",http://bit.ly/2heIg4h,Italy: Six dead in new Mediterranean migrant tragedy,,Unknown,165,1542952.90139535,4220694.372169,
